Título,Autor,Año,Grado
"Cambios en la estructura poblacional del acocil introducido procambarus clarkii (Decapoda:Cambaridae) en el Elbalse Taxhimal, Edo.deMéx.","Saavedra Martínez, Iván Manuel",2020,Licenciatura en Biología
"La intra-accióndelas mujeres y la leña en la práctica del tlekuilli y el nóòn en Xalpatláhuac y Zacatipa, Guerrero","Ruvalcabadela Garza, Emilia",2020,Maestría en Filosofíadela Ciencia
Regeneración post fuego en bosquesdeconíferas en la Reservadela Biosfera Mariposa Monarca,"Sáenz Ceja, Jesús Eduardo",2020,Doctorado en Ciencias Biológicas
Relación entre los nivelesdelactato y el pronóstico y complicaciones en pacientes con hemorragia obstétrica en el Hospital General Dr. Enrique Cabrera en el periodo comprendidodeenerode2019 a octubrede2019,"Said Calva, Mara Antonieta",2020,Especialidad en Medicina (Ginecología y Obstetricia)
"Manifestaciones clínicas, imagenológicas, bioquímicas y electroencefalográficas en pacientes con encefalitis autoinmune anti-nmdar en un hospitaldetercer nivel","Sáenz Santiago, Mauricio",2020,Especialidad en Medicina (Medicina Interna)
"Causas, efectos y recomendaciones para fortalecerdemanera sostenida la recaudaciondeimpuestos en México","Sahade Liceaga, Ahmed Rashid",2020,Licenciatura en Economía
Complicaciones más frecuentes a corto plazo en pacientes con diagnósticodeapendicitis que fueron tratados por apendicectomía abierta y laparoscópica en el Hospital General Dr. Rubén Leñero durante el periodo del año 2018-2019,"Saenz Romero, Luis Andrés",2020,Especialidad en Medicina (Cirugía General)
Evaluación temporaldela cargadefósforo y su balancedemasas en el embalse ValledeBravo :un sistema eutrófico y con variaciones importantesdenivel del agua debido a su impacto antrópico,"Sacristán Ramírez, Arantxa",2020,Maestría en Ciencias del Mar y Limnología
Factoresderiesgo asociados al desarrollodeproctitis posradioterapia en pacientes con cáncer cervicouterino,"Saguilán González, Óscar Gabriel",2020,Especialidad en Medicina (Ginecología Oncológica)
Reclasificacióndelesiones por mamografía con categoría basal BI-RADS 3 en el seguimiento con mamografía control a 6 y 12 meses,"Sáenz Castillo, Pedro Fernando",2020,Especialidad en Medicina (Imagenología Diagnóstica y Terapéutica)
La vanguardia mexicana :presencia actual : una propuesta pictórica,"Saenz Romero, Guadalupe Inda, 1957-",2020,Doctorado en Artes y Diseño
"Evaluación del efectodepolimorfismos asociados a lipoproteínasdealta densidad, a la actividad enzimática desaturasa Δ5 y Δ6 e índices obtenidos a partirdeácidos grasos en jóvenes mexicanos suplementados con aceitedepescado","Sagaceta Mejía, Janine",2020,Maestría en Investigación Clínica Experimental en Salud
"Mercado municipal en Mérida, Yucatán México","Salamanca López, Sharon",2020,Licenciatura en Arquitectura
Sindromedeburnout en docentesdela escuela secundaria técnica no.29 Adolfo López Mateos,"Salas Lara, Jacinto",2020,Licenciatura en Psicología
"Propuestadela implementacióndemantenimiento productivo total (TPM) en unidadesdeproduccióndeleche caprina en sistemas intensivosdela región del semidesiertodeQuerétaro, México","Salas Hernández, Araceli Danae",2020,Especialidad en ProduccióndeOvinos y Caprinos
Caracterización química y actividad cicatrizante del aceite esencialdeBursera morelensis Ramírez,"Salas Oropeza, Judith",2020,Doctorado en Ciencias Biomédicas
Carlos fuentes :surgimientodeun escritor (1928-1962),"Salas Osorio, Rodrigo",2020,Maestría en Estudios Políticos y Sociales
Funcionalidad del subsistema conyugal en pacientes con diagnósticodecáncerdemama adscritas a la UMF 64,"Salas Martínez, Erika Lucía",2020,Especialidad en Medicina (Medicina Familiar)
"""Juicioderesolución exclusivadefondo :reformas al artículo 58-17dela LFPCA""","Salas Flores, Alejandra Gabriela",2020,Licenciatura en Derecho
Predictores tempranosdecirugía en pacientes con infección por clostridioides,"Sainz Hernández, Juan Carlos",2020,Especialidad en Medicina (Coloproctología)
Análisisdela evolución espacio-temporal del balance hidrogeológico en la zona norte del estadodeQuintana Roo,"Salas Rodríguez, Oscar Mario",2020,Maestría en Cienciasdela Tierra
Adaptación del índicedeadiposidad visceral (VAI) a población mexicana y su asociación con características morfo-funcionales del tejido adiposo y con anormalidades cardiometabolicas,"Sainz Escarrega, Víctor Hugo",2020,Especialidad en Medicina (Cirugía Cardiotorácica)
Efectodesolubilizacióndepolisacáridosdelas expansinas SocExlx1-CBM y PcExl1 sobre estilo y estigmademaíz,"Salazar Cortés, Juan José",2020,Maestría en Ciencias Bioquímicas
Importanciadela tomadedecisiones en el procesodedivorcio,"Salazar Limón, Linda",2020,Licenciatura en Psicología
Análisis estructural a partirdedatos aeromagnéticos en la BrechadeGuerrero :deconvolucióndeEuler 3D contra espectro radialdepotencias,"Salazar Macías, Edna Ashera",2020,Licenciatura en Ingeniería Geofísica
Manejodecrisis asmática en el consultorio dental,"Salazar Arreola, Andrea",2020,Licenciatura en Cirujano Dentista
Estudiodela inmunodulación en la coinfección Taenia crassiceps-Plasmodium yoelii 17XL,"Salazar Castañón, Víctor Hugo",2020,Doctorado en Ciencias
Choque cardiogénico,"Salas Villela, Ricardo Abisaid",2020,Especialidad en Medicina (Cardiología)
"Densidaddela oferta obesogénica e índicedemasa corporal en estudiantes universitariosdela CiudaddeMéxico : btesis que para optar por el gradodeMaestra en Cienciasdela Salud, presenta Daniela Salas Zapata ; tutores principalesdetesis José Alberto Rivera Márquez, Rogelio Santacruz Benítez, Rebeca Aguirre Hernández","Salas Zapata, Daniela",2020,Maestría en Cienciasdela Salud
"Estudiodecaso :aplicado a adulta con necesidades alteradasdeevitar peligros, eliminación, y aprendizaje, en tratamientodeconsolidacióndequimioterapia con altas dosisdecitarabina","Salazar Bravo, Leslie Liliana",2020,Especialidad en Enfermería Oncológica
Evaluación del riesgodesíndromedeapnea obstructiva del sueño en pacientes sometidos a cirugíadetiroides mediante el cuestionario stop-bang,"Salas Rubio, Melanni Angélica",2020,Especialidad en Medicina (Anestesiología)
Hidratación agresiva como prevención para pancreatitis posterior a colangiopancreatografía retrograda endoscópica en un hospitaldesegundo niveldela SecretariadeSaluddela CiudaddeMéxico,"Salazar Paniagua, Ismael",2020,Especialidad en Medicina (Cirugía General)
Crecimiento y produccióndelípidosdereserva en acinetobacter baylyi ADP1 con varias fuentesdecarbono,"Salcedo Vite, Karina Jasmín",2020,Doctorado en Bioquímicas
Máquina digitaldeun clasificador fuzzy artmap,"Salazar Parra, Carlos Eduardo",2020,Licenciatura en Ingeniería Eléctrica Electrónica
Reconstrucción del espectroderayos cósmicos con el observatorio HAWC,"Salazar Santiago, Daniel Giovanny",2020,Licenciatura en Física
Un estudiodeviabilidad técnica-económica para el usodefuentesdeenergía renovable en los sistemasdetransporte colectivo,"Saldaña Cabrera, Miguel Ángel",2020,Maestría en IngenieríadeSistemas
Estructura trófica y rutadetransferencia del carbono en la macrofauna asociada a los sistemas hidrotermales del sur del GolfodeCalifornia (Pescadero y dorsaldeAlarcón),"Salcedo Oropeza, Diana Leticia",2020,Doctorado en Ciencias del Mar y Limnología
"Variacióndecaracteres merísticos y morfométricos en las especies del género Goodea Jordan, 1880 (Cyprinodontiformes : Goodeidae)","Salazar Ramírez, Mauricio",2020,Licenciatura en Biología
Eficacia del diámetro transcerebelar en conjunto con los parámetros tradicionales para determinar edad gestacional en el segundo trimestre,"Salazar Rubio, Tania Cecilia",2020,Especialidad en Medicina (Imagenología Diagnóstica y Terapéutica)
Desarrollodeherramientas audiovisuales para el aprendizaje autodirigidodequímica forense experimental,"Salcedo Velasco, Julieta",2020,Licenciatura en Química
Prediccióndealarmasdefallas en redesdetelecomunicaciones con redes neuronales artificiales,"Salcido Parada, Alejandro",2020,Licenciatura en Matemáticas
Perfildehierro en el adulto mayor sano :relación con la cognición y el electroencefalograma,"Salcedo Díaz, Francisca Fernanda",2020,Maestría en Ciencias (Neurobiología)
"Florística, afinidades fitogeográficas y patronesdedistribucióndeun bosquedepino del surdeMéxico","Salgado Díaz, Ernesto",2020,Licenciatura en Biología
Análisisdela implementacióndeun sistemadecaptaciónderecursos geotérmicos para su aplicación en zonas cercanas a ventilas hidrotermales en la penínsuladeBaja California,"Saldívar Flores, Luis Armando",2020,Licenciatura en Ingeniería Mecánica
Diseñodeuna bomba MHD para el transportedeelectrolitos,"Saldierna García, Ricardo Axel",2020,Licenciatura en CienciadeMateriales Sustentables
Afectación al tercero ajeno al procedimiento en el artículo 69-B del Código Fiscaldela Federación,"Salgado Díaz, Karla Eunice",2020,Licenciatura en Derecho
Simulación del comportamiento del equilibrio multifásicodeCO2 en un modelo simplificadodeun yacimiento petrolero,"Salgado Herrera, Karla",2020,Maestría en Ingeniería Química
Preparacióndemembranasdepoli(alcoholes) modificadas con agentes reticulantes :propiedades y aplicaciones en la separacióndelíquidos,"Salgado Chavarría, David Alejandro",2020,Maestría en Ciencias Químicas
Modelodetrabajo en el tema genética con aprendizaje basado en problemas para el nivel medio superior,"Saldaña Chávez, Ana Karen",2020,Maestría en Docencia para la Educación Media Superior (Biología)
Regeneración celular del tejido pulpar mediante la utilizacióndecélulas madre :revisión bibliográfica,"Saldívar Reyes, Joselyn",2020,Licenciatura en Cirujano Dentista
Gradodeconcienciaderesponsabilidad social ambiental y universitariadelos estudiantes del CentrodeEstudios Superiores La Salle - RíodeJaneiro,"Salgado Caldiño, Alvaro",2020,Licenciatura en Administración
"La proteccióndelos derechos económicos, sociales, culturales y ambientales en la jurisprudenciadela corte interamericanadederechos humanos","Salgado Cipriano, Giovanni Alexander",2020,Licenciatura en Derecho
"Presidencialismo, tecnocracia y modernidad :construcción ecoicadealiados y enemigos en entrevistas a Díaz Ordaz, Ernesto Zedillo y Peña Nieto","Salgado López, Melanie del Carmen",2020,Doctorado en Lingüística
"Asociación y frecuenciadeincontinencia fecal e incontinencia urinaria con trauma perineal en pacientes primigestas, diagnosticados mediante cuestionarios y exploración física","Salinas Enriquez, Cinthia Selma",2020,Especialidad en Medicina (Ginecología y Obstetricia)
Hábitos perniciosos como factores asociados a mal oclusiones y aplicacióndemedidas odontológicas preventivas para su interrupción,"Salinas Celis, Alfredo Michelle",2020,Licenciatura en Cirujano Dentista
Apoyo social en jóvenes con y sin diagnósticodeVIH,"Salgado Martínez, Aldo Antonio",2020,Licenciatura en Psicología
Impacto del manejodela hemorragia obstétrica en el pronósticodepacientes en el Hospital General Enrique Cabreradeenero 2018 a diciembre 2019,"Salgado Rodríguez, José",2020,Especialidad en Medicina (Ginecología y Obstetricia)
Divulgacióndela ciencia a partir del estudio del origendelos coloresdela tierra en el Geoparque Global UNESCO Mixteca Alta,"Salgado Ortiz, Diana Samantha",2020,Licenciatura en Cienciasdela Tierra
Efectodelas fumonisinas y aflatoxinas sobre la viabilidad e integridad celular in vitro,"Salinas Biviano, Vanessa",2020,Maestría en Cienciasdela Producción ydela Salud Animal
Estudio longitudinaldela microbiota subgingivaldeun paciente con periodontitis bajo tratamientodeLactobacillus reuteri,"Salinas Azuceno, Claudia",2020,Licenciatura en Cirujano Dentista
Diversidaddevirus en algunas especies del género Opuntia en México,"Salgado Ortiz, Héctor",2020,Doctorado en Ciencias Biológicas
Análisisdela calidad del cuidadodeenfermería brindado al adulto mayor institucionalizado en base a los estándaresdela práctica profesional,"Salinas Flores, Elizabeth",2020,Licenciatura en Enfermería
La verdad histórica del arte en la estéticadeHegel,"Salinas Orta, Fátima Nayely",2020,Licenciatura en Historia
Frecuenciadecefalea en mujeres en la premenopausia y en la posmenopausia,"Salinas Molina, Gabriela",2020,Especialidad en Medicina (Ginecología y Obstetricia)
Conducta proambiental en la vida cotidiana,"Salles Ize, Paloma",2020,Licenciatura en Psicología
El Estado Mexicano en la globalización :análisis del discurso presidencial mexicano 1988-2018,"Samaniego Sánchez, Andrea",2020,Doctorado en Ciencias Políticas y Sociales
"Geología estructural y mineralización epitermaldela regióndeActopan y Santa Rosa, SierradePachuca, estadodeHidalgo","Salvador Santamaría, Sabrina Jacqueline",2020,Licenciatura en Ingeniería Geológica
"El espacio aéreo y el espacio ultraterrestre, su identificación y sus límites, desde el puntodevistadela soberaníadeun estado","Salinas Morales, Luis Ubaldo",2020,Especialidad en Derecho Internacional Público
Construcción del futbol mexicano femenil en el discursodela prensa escrita :Reforma y Récord,"Salinas Sainz, Oscar Alberto",2020,Licenciatura en Cienciasdela Comunicación (Periodismo)
"El apoyo familiar en el control glucémico y la calidaddevida en pacientes con diabetes mellitus en la UnidaddeMedicina Familiar no. 20deCoyucadeCatalán, Guerrero","Salinas Ortiz, Sergio",2020,Especialidad en Medicina (Medicina Familiar)
Intervenciones previas para la seguridad física en el paciente quirúrgico en la perspectivadeel Dr. José Abraham Flores Incardoza,"Salmerón Ríos, Violeta",2020,Licenciatura en Enfermería y Obstetricia
Mineríadedatos para la tomadedecisiones bursátiles :el casodeAmérica Móvil,"Salinas Gómez, Víctor Manuel",2020,Maestría en IngenieríadeSistemas
Formulacióndeun barnizdeuñas mediante el usodenanopartículasdepoliestireno como agente formadordepelícula,"Samayoa Barragán, Jael",2020,Licenciatura en Farmacia
Los sistemasdeinformación y comunicación parlamentariosdela Asamblea Nacional del Poder Popular :análisis desde la perspectivadelos parlamentos electrónicos,"Samper Guerra, Raiko",2020,Maestría en Bibliotecología y Estudiosdela Información
"Metodología para la evaluación del cumplimiento del derecho humano al agua en Iztapalapa, CiudaddeMéxico","Sámano Romero, Gerardo",2020,Maestría en Cienciasdela Sostenibilidad
